COD_COMPRA,NOM_CLIENTE,VLR_COMPRA,DAT_COMPRA,BY_INTERNET
737589,Jordan Austin,1052.46,2015-12-09 10:16:18,0
737590,Iris Andrews,8141.09,2012-03-02 15:37:43,1
737591,Shannon Abbott,8826.94,2016-03-11 15:26:08,0
737592,Carly Richardson,4981.06,2010-05-14 09:16:21,0
737593,Blake Glenn,4433.93,2014-09-16 06:46:46,0
737594,Hall Jones,1159.12,2013-08-22 09:13:12,1
737595,Adria Levine,7618.10,2015-03-15 18:55:34,0
737596,Dana Witt,3966.91,2017-12-31 14:29:06,0
737597,Baxter Dalton,414.36,2013-11-08 02:10:13,1
737598,Keegan York,9366.89,2010-08-04 06:10:48,1
737599,Ariana Woods,1517.58,2010-06-21 11:16:56,0
737600,Selma Owen,1908.61,2016-05-21 08:12:46,0
737601,Isabella Hatfield,3015.85,2012-02-13 05:33:37,0
737602,Ezekiel Velazquez,6216.20,2011-08-19 15:16:05,1
737603,Emerald Britt,9671.76,2011-03-21 02:37:45,1
737604,Damon Molina,7470.91,2012-05-03 05:47:01,0
737605,Kyra Holmes,2245.11,2018-04-24 06:51:44,0
737606,Fallon Kent,8867.31,2013-08-22 00:04:02,0
737607,Demetrius Calhoun,848.31,2011-08-31 09:10:10,1
737608,Chloe Burgess,4945.63,2017-11-26 11:17:28,0
737609,Adena Clay,8345.56,2012-12-21 17:40:17,1
737610,Flavia Bruce,7867.88,2012-05-01 13:08:56,1
737611,Hadley Ashley,4667.42,2015-06-06 06:21:48,1
737612,Myles Boyd,5116.55,2012-10-18 10:34:01,1
737613,Fletcher Burks,9532.10,2013-10-25 18:32:25,0
737614,Baker Simmons,4855.25,2012-07-12 19:22:39,1
737615,Ciaran Contreras,9079.92,2011-03-07 11:50:27,0
737616,Dean Moran,5936.89,2014-03-06 18:56:15,1
737617,Kevin Cook,3448.32,2016-06-25 15:03:07,0
737618,Graiden Pittman,1214.04,2013-06-13 18:24:54,1
737619,Holmes Justice,6712.64,2011-10-06 22:52:02,1
737620,Kyla Sharpe,8168.42,2015-01-02 17:30:43,1
737621,Rana Bryan,3152.21,2015-10-05 08:28:12,0
737622,Gemma Chang,1628.18,2011-05-17 05:19:17,1
737623,Joel Williamson,3808.58,2013-06-07 06:53:23,0
737624,May Stein,7100.30,2012-09-20 02:41:34,1
737625,Branden Dejesus,7739.51,2013-08-24 02:44:53,1
737626,Cassandra Petty,9628.54,2016-01-30 11:29:18,0
737627,Isadora Dennis,610.78,2011-10-27 16:42:02,1
737628,Lance Reyes,385.98,2012-02-25 16:08:30,1
737629,Andrew Hoover,2747.00,2016-01-24 07:30:06,1
737630,Octavius Cervantes,7427.10,2012-07-21 00:54:36,1
737631,Odysseus Riley,977.93,2011-10-26 04:37:08,1
737632,Indigo Fitzgerald,740.92,2010-05-20 07:54:20,0
737633,Amena Blevins,5903.70,2013-03-16 11:08:36,1
737634,Luke Talley,3250.99,2015-08-08 08:18:31,0
737635,Xenos Phelps,5813.12,2010-11-05 16:42:31,0
737636,Ariel Terrell,2038.13,2012-07-03 00:14:15,1
737637,Gil Hutchinson,2893.04,2014-12-04 15:21:25,1
737638,Owen Moreno,7728.20,2011-03-31 03:13:50,0
737639,Michelle Wilkinson,7265.57,2015-05-16 20:29:07,0
737640,Emerson Head,6915.50,2012-03-18 20:43:47,0
737641,Julian Graves,953.98,2017-10-25 19:24:41,0
737642,Yvonne Duffy,9765.59,2017-03-23 19:44:51,1
737643,Penelope Randall,3599.19,2010-10-14 13:40:31,0
737644,Beck Schultz,3104.32,2015-02-18 18:36:32,0
737645,Barclay Morton,5078.10,2012-01-15 09:38:12,0
737646,Lareina Bishop,4691.89,2017-01-07 13:21:24,0
737647,Orlando Molina,8568.85,2018-01-06 09:33:29,0
737648,Wylie Cruz,1810.41,2010-05-05 09:53:34,0
737649,Barrett Jensen,6579.11,2012-08-05 08:44:18,1
737650,Adara Wood,5384.43,2011-01-27 19:18:26,1
737651,Rogan Weeks,3941.43,2010-07-31 13:35:07,1
737652,Ignatius Whitaker,3918.85,2012-12-26 04:43:43,0
737653,Channing Banks,2004.96,2013-07-28 15:50:28,1
737654,Jackson Glass,722.66,2018-02-22 16:29:02,0
737655,Quintessa Maldonado,618.27,2015-12-16 14:13:57,1
737656,Bruno Gardner,8305.12,2018-01-30 12:18:08,1
737657,Destiny Grant,9293.06,2012-02-13 03:23:11,0
737658,Castor Shannon,7531.18,2012-01-15 21:44:03,0
737659,Nigel Hoover,941.99,2014-02-23 06:12:58,0
737660,Cairo Whitehead,4105.35,2016-06-04 17:46:17,0
737661,Richard Ferrell,3754.55,2016-11-18 04:39:17,1
737662,Timothy Williamson,2207.58,2016-11-19 23:42:21,1
737663,Benedict Barker,6781.08,2017-05-31 11:45:50,0
737664,Maris Farley,9186.08,2011-12-11 02:14:42,1
737665,Nevada Santana,1551.13,2013-08-29 04:12:14,1
737666,Willa Blackburn,8931.38,2017-11-01 00:09:54,0
737667,Jordan Albert,90.39,2017-11-04 04:29:28,0
737668,Yvette Dawson,4696.23,2015-07-07 21:03:30,1
737669,Kaden Sargent,7507.24,2010-06-05 19:28:18,1
737670,Hunter Rogers,6196.36,2016-06-01 00:12:06,0
737671,Arden Lloyd,656.34,2014-12-13 20:01:12,0
737672,Octavia Montgomery,5343.89,2011-01-28 01:21:16,0
737673,Gareth Riddle,4033.32,2016-03-24 19:22:25,0
737674,Kelly Wilkinson,5499.92,2013-03-25 22:43:44,1
737675,Kylie Rich,738.02,2010-07-01 08:57:11,0
737676,Kermit Fuentes,5605.97,2018-04-17 05:27:14,1
737677,Piper Branch,4084.34,2010-04-26 20:24:59,1
737678,Lunea Dillon,258.78,2016-04-10 16:03:50,0
737679,Dieter Christensen,9784.86,2015-12-21 16:58:10,1
737680,Chaney Dalton,5841.24,2014-01-14 22:39:07,1
737681,Lance Donaldson,5314.90,2012-08-13 06:58:58,0
737682,Katell Montgomery,3024.84,2013-12-14 22:28:35,1
737683,Mason Nichols,1466.53,2014-08-11 01:25:41,0
737684,Judah Moon,6429.73,2010-09-01 00:24:40,0
737685,Brody Lambert,127.68,2017-02-13 17:21:48,0
737686,Honorato Robertson,6210.86,2015-04-18 14:03:27,1
737687,Ralph Weber,3580.08,2014-04-01 13:42:24,0
737688,Zachary Soto,3427.66,2012-12-25 13:17:52,1
737689,Nicholas Gaines,7125.38,2016-02-06 06:49:58,1
737690,Vladimir Shannon,7546.97,2010-10-28 05:34:34,1
737691,Hedley Schmidt,6835.84,2011-05-15 09:40:53,1
737692,Barclay Chen,99.77,2017-11-28 08:30:24,1
737693,Fredericka Leonard,630.18,2018-03-03 12:44:37,1
737694,Karly Decker,4888.23,2010-10-28 05:25:11,0
737695,Irene Griffith,1202.95,2012-11-16 12:46:56,1
737696,Janna Rowland,1188.94,2012-01-15 18:25:37,1
737697,Tanek Clarke,8920.14,2016-10-25 18:11:53,0
737698,Fay Whitfield,7172.73,2016-07-13 00:59:37,0
737699,Rhonda Harrington,3830.69,2017-04-14 12:48:52,0
737700,Chaim Fernandez,3863.17,2012-07-26 16:25:35,1
737701,Hermione Hunt,7523.94,2015-10-08 19:10:42,0
737702,Petra Stein,5554.36,2017-04-11 12:42:49,1
737703,Shad Valencia,5531.64,2015-10-08 10:46:07,1
737704,Brady Carter,231.08,2014-06-03 19:36:05,1
737705,Ciara Fields,3689.51,2018-01-20 21:49:54,0
737706,Ali Watson,6372.11,2014-02-21 00:44:42,1
737707,Karyn Hines,6205.53,2015-12-28 22:22:39,1
737708,Wendy Oconnor,3127.86,2011-12-16 04:49:05,0
737709,Bertha Griffith,2758.17,2012-06-17 07:01:12,0
737710,Lane Oconnor,1177.97,2014-04-24 08:11:18,1
737711,Barbara Montgomery,3515.66,2017-09-19 22:10:47,0
737712,Tad Guerrero,8138.59,2016-04-25 23:59:37,1
737713,Shelley Hubbard,1098.59,2014-11-07 01:09:37,0
737714,Cain Noel,3652.50,2013-05-07 03:06:29,1
737715,Deacon Barker,4020.22,2011-03-05 02:05:49,0
737716,Elijah Barrett,2747.97,2012-06-04 23:29:10,0
737717,Samantha Steele,3289.56,2012-09-18 12:19:31,0
737718,Seth Mercado,5802.86,2014-07-05 17:57:59,0
737719,Quinn Cherry,3702.38,2016-11-23 17:11:44,1
737720,Keaton Downs,8200.97,2014-01-13 02:04:30,0
737721,Quinn Hampton,6513.80,2016-10-26 11:47:54,0
737722,Elvis Horn,4058.20,2010-09-08 21:51:15,1
737723,Nina Tran,5792.08,2010-06-20 14:37:03,0
737724,Jaime Melton,4927.60,2017-01-04 20:29:53,1
737725,Beau Lloyd,8997.75,2017-03-22 09:44:43,0
737726,Daquan Kinney,8867.73,2015-01-20 20:56:24,1
737727,Ryder Cabrera,3530.85,2013-04-15 18:51:35,1
737728,Kane Leonard,3779.58,2010-11-27 19:06:23,0
737729,Zephr Chen,312.47,2011-05-29 01:14:16,1
737730,Dorian Maldonado,6029.54,2012-08-18 19:49:44,1
737731,Skyler Rose,5496.78,2016-03-02 04:02:03,0
737732,Dante Carney,5150.85,2011-12-23 08:30:31,0
737733,Paula Velasquez,3828.94,2011-03-24 17:12:09,0
737734,Donovan Hodges,9154.24,2016-12-24 14:09:09,1
737735,Maryam Langley,7473.24,2017-12-20 23:17:32,1
737736,Vielka Mann,935.60,2012-10-05 10:04:48,1
737737,Jorden Peters,2068.47,2014-03-21 10:00:33,1
737738,Celeste Stuart,1469.34,2017-10-02 01:48:06,0
737739,Ima Mills,4200.50,2013-04-01 22:12:14,0
737740,Nayda Lopez,7806.55,2013-06-28 16:12:06,1
737741,Lara Gates,6316.03,2015-02-22 09:11:22,1
737742,Neve Sharp,7214.20,2012-09-04 08:05:04,1
737743,Linda Mercado,2133.08,2011-07-02 23:20:18,1
737744,Brian Reed,6605.59,2015-01-29 23:03:27,0
737745,Scarlett Chambers,9087.64,2015-10-11 02:24:31,0
737746,Mohammad Warner,4272.39,2017-04-24 04:04:19,1
737747,Aretha Vinson,9663.94,2016-09-27 02:21:37,1
737748,Jasper Moran,6473.20,2016-06-05 03:50:18,1
737749,Yael Anthony,6856.98,2010-10-04 08:35:28,0
737750,Benedict Fuller,6274.50,2016-08-10 04:55:27,0
737751,Fuller Duran,3973.11,2012-11-25 15:38:23,1
737752,Aretha Short,9163.88,2016-05-03 14:58:37,0
737753,Hedy Morrison,372.14,2010-05-18 22:40:18,0
737754,Odysseus Mcknight,2468.11,2013-07-07 16:40:43,0
737755,Ethan Franco,5022.97,2013-09-27 03:21:41,0
737756,Marcia Bass,5140.27,2014-01-14 08:44:06,1
737757,Cedric Fuentes,5527.60,2011-02-16 14:37:31,1
737758,Howard Olsen,7687.55,2013-04-16 12:26:33,0
737759,Iola Bolton,2683.46,2016-04-05 16:40:08,0
737760,Hamish Flowers,9209.39,2011-08-06 06:24:02,1
737761,Iona Fitzgerald,3557.98,2013-09-19 17:31:39,0
737762,Burke Foley,1023.43,2017-06-20 18:16:21,0
737763,Warren Espinoza,765.50,2016-02-21 00:26:54,1
737764,Zia Avery,6041.65,2013-02-26 17:25:56,1
737765,Rafael Sullivan,5765.85,2012-02-13 22:13:54,0
737766,Stacey Sheppard,4486.08,2011-11-24 19:46:33,0
737767,Isabella Arnold,8571.26,2015-07-21 23:19:06,0
737768,Fay Gay,5222.27,2015-10-08 07:35:47,1
737769,Samson Roy,1650.80,2014-04-04 21:07:28,0
737770,Gisela Mann,2697.03,2017-08-29 04:33:27,1
737771,Shad Sandoval,7516.02,2010-06-16 17:42:57,0
737772,Joseph Ratliff,6752.61,2013-10-20 01:14:49,1
737773,Reed Avila,1227.02,2013-04-29 12:17:09,0
737774,Gregory Terry,3475.00,2013-03-17 15:02:35,0
737775,Drew Morrow,8351.44,2014-10-18 05:07:03,0
737776,Hayes Cobb,4519.35,2011-12-29 14:05:13,0
737777,Skyler Juarez,9457.37,2015-07-01 06:40:53,0
737778,September Yates,7423.69,2016-06-26 12:20:18,1
737779,Ifeoma Jarvis,4711.06,2014-09-12 10:22:23,1
737780,Nita Decker,2130.92,2016-03-04 07:07:55,0
737781,Bernard Norman,134.07,2011-10-17 14:58:03,0
737782,Candace Richardson,6786.98,2010-06-11 03:38:23,0
737783,Mariko Mann,3190.37,2013-01-21 15:49:46,0
737784,Sebastian Mccullough,6009.98,2013-06-25 16:22:50,1
737785,Stewart Fox,2864.63,2014-06-12 15:45:12,1
737786,Angelica Cleveland,6613.64,2017-03-10 03:06:41,0
737787,Gavin Zimmerman,5628.50,2013-11-27 22:35:14,0
737788,Vance Mcconnell,2515.14,2017-01-16 13:16:44,0
737789,Magee Miles,6894.12,2014-05-11 14:05:23,0
737790,Byron Wallace,344.47,2013-09-03 20:22:35,0
737791,Basia Dominguez,16.20,2011-03-24 00:20:00,0
737792,Andrew Mcknight,7354.02,2011-10-05 21:03:04,1
737793,Alice Curry,2692.54,2011-06-02 17:44:54,1
737794,Kato Zamora,9366.80,2011-11-06 20:02:56,1
737795,Armand Frazier,4058.18,2011-11-20 10:01:33,1
737796,Joel Gonzalez,620.79,2014-01-12 20:18:21,1
737797,Dale Wagner,5366.39,2014-09-07 20:53:51,0
737798,Justin Boyer,8893.77,2012-05-12 08:16:29,0
737799,Leslie Short,2074.56,2010-05-01 18:42:16,0
737800,Naida Vang,2564.20,2018-02-01 05:26:50,1
737801,Zenia Strickland,3505.08,2017-05-03 10:02:25,1
737802,Ina Alston,3617.22,2011-08-16 20:18:44,0
737803,TaShya Moody,1073.31,2013-07-05 03:41:54,0
737804,Kelly Barrett,8068.75,2012-05-19 06:51:36,0
737805,Blake Walton,4857.31,2016-02-03 14:55:07,1
737806,Armando Morales,7021.66,2016-03-18 12:02:49,1
737807,Eric Willis,1435.73,2011-04-21 17:30:39,0
737808,Stacey Blankenship,7268.22,2012-06-05 14:56:16,0
737809,Jennifer Stanton,5432.83,2016-08-21 04:23:31,0
737810,Kirk Freeman,2392.31,2016-06-19 03:42:00,0
737811,Odette Morrow,5638.33,2013-09-08 14:36:42,0
737812,Jillian Flowers,7844.71,2014-10-08 07:28:52,1
737813,Zephania Hicks,1599.04,2018-04-06 06:43:11,1
737814,Griffith Berg,1325.33,2013-02-05 02:58:57,0
737815,Cassady Hall,4005.27,2016-11-02 20:14:26,1
737816,Leo Case,3952.82,2011-08-29 23:53:26,1
737817,Renee Macdonald,5913.97,2015-08-31 06:11:51,0
737818,Devin Cochran,7212.32,2014-08-20 04:04:39,1
737819,Ryder Delacruz,9972.79,2015-07-20 18:37:45,0
737820,Barrett Green,7374.47,2012-02-12 04:01:27,1
737821,Daniel Park,8757.67,2017-08-18 02:21:52,0
737822,Blake Gilliam,4176.93,2010-05-25 19:28:57,1
737823,Oleg Ferguson,1246.86,2017-10-29 15:04:34,1
737824,Hermione Coffey,4463.78,2015-05-12 14:35:09,0
737825,Mariam Garner,5234.01,2016-09-17 14:55:52,0
737826,Warren Salas,8022.24,2014-06-11 05:56:37,0
737827,Fay Nicholson,6076.27,2010-08-06 15:44:10,0
737828,Murphy Morgan,3951.09,2012-10-08 05:15:34,1
737829,Ina Nguyen,1710.94,2012-01-20 21:01:40,0
737830,Cassandra Mcconnell,8695.62,2015-06-23 18:50:56,0
737831,Wing Fox,4413.18,2016-07-23 19:35:34,0
737832,Brenna Graham,1968.54,2017-01-04 16:35:47,0
737833,Orson Harvey,4387.22,2012-09-04 16:21:00,0
737834,Blaze Robles,567.03,2013-12-16 15:11:21,0
737835,Celeste Barber,9223.06,2014-07-24 22:30:16,0
737836,Asher Blevins,4525.53,2015-07-05 11:21:03,0
737837,Nevada Finch,1117.34,2016-12-22 18:34:01,0
737838,Garrett Mcfadden,5466.23,2013-03-08 08:27:06,1
737839,Minerva Avila,363.35,2017-01-13 06:34:01,1
737840,Illiana Mckinney,1198.88,2011-01-03 07:04:39,0
737841,Tanisha Barnes,2320.64,2016-03-13 06:01:31,0
737842,Nichole Roy,5414.07,2014-01-14 05:07:32,0
737843,Baker Dawson,6583.50,2017-04-09 11:31:41,0
737844,Barclay Cross,8450.00,2012-03-29 14:47:45,1
737845,Drew Pace,3106.76,2016-07-02 21:55:55,1
737846,Jamalia Coleman,9791.07,2013-12-08 10:36:14,1
737847,Keegan Blanchard,2238.79,2015-07-22 02:53:37,1
737848,Howard Fuller,2933.48,2018-04-19 10:18:26,0
737849,Adria Frye,4125.73,2012-01-21 07:25:05,0
737850,Lysandra Hamilton,8170.60,2011-09-22 03:53:41,1
737851,Willow Witt,3360.47,2017-01-03 18:11:46,0
737852,Margaret Drake,1151.88,2011-11-21 09:18:21,1
737853,Danielle Gibson,2761.47,2015-10-07 23:52:44,0
737854,Kalia Hubbard,2842.83,2014-05-22 23:15:37,1
737855,Melvin Stephenson,9293.55,2012-03-26 05:17:22,1
737856,Elliott Haley,890.40,2012-01-06 21:48:46,1
737857,Rose Castro,8947.27,2012-08-31 01:36:28,0
737858,Hillary Solis,6784.59,2012-01-16 17:36:53,0
737859,Jacob Golden,8831.43,2013-02-20 05:19:08,1
737860,Lamar Owen,4231.83,2017-06-21 14:11:49,0
737861,Mira Hooper,2739.84,2014-04-12 20:49:38,1
737862,September Shields,1066.80,2015-12-02 18:28:11,0
737863,Nelle Conner,4461.59,2010-07-03 04:05:23,0
737864,Darryl Jensen,6021.78,2011-12-14 05:55:34,0
737865,Rhonda Kirkland,9088.85,2014-01-30 02:15:13,1
737866,James Robertson,370.67,2017-11-13 21:13:28,0
737867,Yetta Harrison,3554.08,2017-07-20 09:23:24,1
737868,Anjolie Sampson,6528.64,2017-04-01 07:07:14,1
737869,Hanna Bright,2379.59,2017-06-12 18:53:30,0
737870,Inga Guerra,6778.30,2017-05-06 14:38:27,1
737871,Robert Finch,2992.33,2015-05-06 20:07:08,1
737872,Myra Conway,5380.97,2015-12-13 16:17:06,1
737873,Merritt Dickerson,6139.21,2015-03-16 18:21:07,1
737874,Deacon Ruiz,9693.33,2017-12-24 09:40:21,1
737875,Jamal Travis,8743.78,2013-11-13 14:53:10,1
737876,Dolan Gallegos,2676.64,2011-02-07 07:46:50,1
737877,Buckminster Rush,6181.43,2012-08-03 10:45:36,0
737878,Zephania Woods,4617.87,2011-04-11 13:47:00,0
737879,Porter Franklin,6930.16,2015-08-30 10:47:03,1
737880,Ria Farley,679.43,2010-07-14 02:27:04,1
737881,Nathan Key,5384.99,2011-07-04 20:19:56,0
737882,Cassady Barry,4646.81,2014-02-28 12:27:22,0
737883,Aphrodite Wood,8203.85,2011-08-23 18:36:35,1
737884,Anjolie Whitehead,5222.10,2014-03-29 04:16:14,1
737885,James Bird,3023.89,2016-04-09 23:54:58,0
737886,Indigo Strickland,3928.34,2018-02-02 08:43:08,1
737887,Gavin Mcgowan,7152.83,2016-02-22 14:55:26,0
737888,Savannah Britt,2784.30,2013-06-14 03:53:26,1
737889,Karleigh Dale,8723.19,2015-02-27 23:12:41,0
737890,Xandra Mathews,9434.80,2015-03-26 18:11:50,0
737891,Martin Dudley,6236.88,2018-03-19 17:12:23,0
737892,Jolene England,8430.41,2016-08-30 10:28:13,0
737893,Moses Warner,2748.24,2013-01-01 19:16:06,1
737894,Macaulay Meadows,7694.31,2015-01-12 10:06:17,1
737895,Winifred Kim,9150.83,2016-01-02 15:01:17,0
737896,Carla Mays,1144.91,2016-04-10 19:30:56,1
737897,Aiko Buchanan,1043.26,2016-07-04 15:14:20,1
737898,Karyn Buchanan,2935.21,2013-10-01 13:33:58,1
737899,Irma Moss,6440.02,2013-02-11 14:36:01,0
737900,Giselle Clarke,2735.85,2018-04-19 17:55:58,0
737901,Flynn George,624.97,2016-02-19 23:55:15,0
737902,Samson Rowland,1975.55,2012-02-06 15:29:15,0
737903,Robert Paul,4412.69,2014-01-05 15:42:11,0
737904,Ginger Ryan,9366.78,2013-09-20 04:28:22,0
737905,Slade Skinner,4485.27,2017-06-16 20:28:52,0
737906,Selma Cabrera,8032.07,2013-12-31 14:12:23,1
737907,Evan Barron,9867.49,2017-01-19 11:40:52,1
737908,Ruby Cruz,4024.32,2012-01-04 22:15:28,0
737909,Philip Ramirez,5489.50,2016-09-04 13:47:38,0
737910,Gannon Ford,7867.20,2014-07-31 09:45:20,1
737911,Sonia Jenkins,6969.38,2016-09-24 06:55:40,0
737912,Lance Underwood,6308.36,2010-07-09 18:02:54,0
737913,Evangeline Lynch,8951.96,2011-05-01 17:44:14,0
737914,Paloma Collins,5258.16,2012-07-14 22:55:24,1
737915,Neil Kerr,280.38,2012-03-06 06:02:09,1
737916,Harding Glenn,6679.45,2012-05-03 09:28:48,0
737917,Brynne Barron,9464.25,2011-05-10 08:41:40,1
737918,Cassidy Mitchell,5843.46,2011-07-23 09:59:49,0
737919,Vivien Hooper,5910.60,2014-09-09 14:43:07,1
737920,Kay Ware,1206.79,2015-09-23 20:25:00,0
737921,Aurora Mann,1067.37,2011-06-29 19:22:58,1
737922,Zane Garcia,5416.02,2013-07-05 08:26:09,0
737923,Germaine Evans,2418.27,2010-07-03 14:59:22,1
737924,Oprah Gray,3327.32,2016-11-01 08:11:25,1
737925,Kieran Good,1531.61,2013-08-08 20:46:47,0
737926,Dana Henderson,6566.10,2016-12-01 04:35:21,0
737927,Dorian Pickett,9953.21,2018-03-22 21:48:27,0
737928,Zeus Terrell,576.89,2013-01-13 09:31:08,1
737929,Britanney Little,1246.65,2016-02-25 08:18:40,0
737930,Kelly Adams,5713.94,2012-03-10 23:47:03,0
737931,Kane Wells,9503.75,2011-03-16 15:43:56,0
737932,Beau Harrell,6586.42,2017-05-22 23:50:11,0
737933,Cadman Beck,8289.82,2017-02-08 13:39:10,1
737934,Dale Michael,7238.85,2011-01-15 17:05:10,0
737935,Nicholas Whitfield,4619.05,2014-09-27 10:48:47,1
737936,Celeste Molina,1112.23,2016-04-05 13:19:42,1
737937,Ariana Hopkins,357.63,2010-06-12 07:49:21,0
737938,Cara Eaton,3223.34,2017-06-14 12:46:32,1
737939,Finn Byrd,2155.11,2018-04-20 13:48:10,0
737940,Quinn Freeman,6286.60,2014-07-16 02:07:01,1
737941,Keelie Hernandez,8136.70,2017-10-20 13:10:45,0
737942,Igor Delgado,7156.99,2016-09-21 06:37:59,0
737943,Britanney Wagner,8108.66,2016-04-12 18:30:11,1
737944,Yuri Lynn,6914.14,2011-10-02 01:03:44,1
737945,Cassandra King,1893.90,2014-02-22 07:48:35,1
737946,Robin Underwood,5922.32,2016-02-07 20:26:29,0
737947,Adele Sawyer,6132.52,2016-07-02 21:50:21,0
737948,Kevyn Merritt,7830.44,2017-08-12 01:56:35,1
737949,Lyle Mayo,1540.16,2013-04-14 17:18:31,1
737950,Emerson Beard,1150.21,2015-10-03 01:26:43,1
737951,Kylan Chan,3603.84,2012-04-30 03:59:49,0
737952,Uma Whitney,5938.01,2011-06-11 02:26:47,0
737953,Tallulah Guerrero,2395.21,2011-08-22 23:26:49,1
737954,India Sykes,1892.36,2014-05-28 12:52:53,1
737955,Jasper Riggs,7256.70,2015-10-14 16:22:48,0
737956,Todd Murray,2747.99,2012-09-03 18:51:01,1
737957,Shelly England,6290.11,2017-09-20 00:32:46,1
737958,Kyla Gould,9837.23,2016-09-14 05:20:16,1
737959,Nadine Compton,7897.67,2013-09-22 11:41:46,0
737960,Ariana Brewer,9430.69,2017-10-07 14:17:11,1
737961,Abraham Fletcher,6022.43,2016-12-10 23:16:47,1
737962,Violet Gillespie,9419.38,2012-01-23 07:47:45,1
737963,Scott Higgins,122.40,2013-09-13 01:47:16,1
737964,Demetrius Goodwin,9418.81,2014-04-22 19:48:48,0
737965,Angelica Dodson,5082.17,2014-10-01 08:17:17,0
737966,Dylan Hardin,3434.70,2015-08-16 10:58:21,0
737967,Jeanette Soto,6241.68,2014-12-03 21:42:02,0
737968,Dexter Curry,7496.57,2016-08-06 04:18:17,0
737969,Hamish Wilkins,4930.16,2014-03-23 02:38:16,0
737970,Lane Hickman,1864.45,2010-10-29 04:20:30,0
737971,Denton Strong,1677.80,2015-05-12 04:27:24,0
737972,Nasim Hartman,92.26,2010-12-31 21:29:52,0
737973,Chaney Holloway,6960.60,2016-05-28 07:20:58,1
737974,Hermione Blackburn,8445.08,2012-08-03 18:37:26,0
737975,Cherokee Houston,6620.97,2013-08-31 16:33:31,0
737976,Raven Melendez,7000.16,2014-08-22 10:51:14,0
737977,Kareem Stafford,9974.72,2015-05-15 20:40:10,1
737978,Stephen Booker,7990.76,2011-10-22 07:31:35,1
737979,Tate Hudson,4449.73,2014-07-29 21:33:38,1
737980,Tasha Ramsey,2266.59,2011-10-09 05:44:23,1
737981,Genevieve Valdez,4561.19,2016-10-24 23:17:30,0
737982,Arden Miller,5923.75,2017-11-10 23:17:52,0
737983,Ralph Doyle,1914.87,2015-03-30 13:54:56,0
737984,Kareem Carrillo,9064.67,2014-10-09 18:05:56,0
737985,Colin Cain,7327.49,2016-09-16 04:40:29,1
737986,Tyrone Munoz,2585.80,2010-07-28 02:48:12,1
737987,Janna Horn,9800.98,2013-05-29 19:29:09,0
737988,Catherine Mckay,7098.83,2014-03-11 10:05:29,1
737989,Chadwick Kennedy,8597.98,2015-10-27 07:02:23,0
737990,Price Mcknight,1634.19,2016-04-03 13:51:46,1
737991,Dennis Noel,4204.59,2018-01-06 10:32:48,0
737992,Asher Whitley,771.55,2012-08-26 23:21:55,1
737993,Josephine Hines,3700.23,2016-04-25 19:37:19,1
737994,Hope Garrison,4564.94,2014-01-21 00:52:00,0
737995,Lunea Galloway,4462.72,2014-10-04 21:12:33,1
737996,Amela Duncan,2104.45,2017-03-12 02:58:30,1
737997,Chadwick Pittman,5074.39,2012-11-26 16:41:35,1
737998,Kelsey Delacruz,8293.03,2013-11-10 09:35:18,1
737999,Edward Rowe,7246.32,2012-09-29 01:42:40,1
738000,Erasmus Horton,3692.03,2014-05-20 04:51:28,1
738001,Ethan Pollard,5280.06,2012-04-11 06:07:26,1
738002,Harper Finch,2997.69,2017-08-28 06:40:04,0
738003,Macaulay Garner,1033.30,2010-06-03 23:26:52,0
738004,Eleanor Richardson,6887.57,2017-04-25 02:35:09,1
738005,Xena Ellis,8109.33,2016-12-25 11:09:51,1
738006,Fulton Craig,8687.20,2015-12-24 10:43:11,1
738007,Carter Jacobson,4074.78,2011-03-01 12:08:54,0
738008,Norman Douglas,1702.03,2012-08-17 21:44:11,0
738009,Nina Harding,3769.91,2015-07-02 03:50:27,0
738010,Lucian Warner,3125.69,2010-08-22 17:03:25,0
738011,Nigel Cohen,3782.70,2018-03-15 20:46:28,0
738012,Zoe Ward,2450.17,2017-11-05 21:52:49,1
738013,Kenyon Booker,3767.03,2012-05-05 19:51:18,0
738014,Ebony Acosta,5590.84,2013-04-30 02:45:14,0
738015,Lydia Bell,3287.08,2015-04-30 10:41:03,0
738016,Shad Harmon,5478.90,2015-11-13 05:30:38,0
738017,Allistair Chen,8892.87,2015-09-20 04:14:13,0
738018,Leo Robbins,7926.27,2012-07-09 13:28:04,1
738019,John Silva,153.38,2010-09-01 07:18:28,0
738020,Michael Collier,3604.22,2013-11-19 06:20:26,1
738021,Herman Flynn,8724.87,2011-07-03 09:15:06,1
738022,Wilma Boyd,86.71,2014-03-30 23:29:53,0
738023,Keith Santiago,7232.16,2015-06-04 21:55:57,1
738024,Beck Wilder,7277.07,2017-12-19 21:04:28,1
738025,Seth Dennis,3703.63,2015-11-25 10:36:42,0
738026,Branden Melendez,9138.33,2015-10-20 15:23:55,1
738027,Chantale Daugherty,4878.65,2012-05-30 01:37:28,1
738028,Jared Cross,1316.10,2015-11-21 04:51:40,1
738029,Pascale Hendricks,8156.30,2015-04-02 08:33:52,0
738030,Deirdre Fernandez,7204.58,2017-04-12 05:20:55,1
738031,Iliana Velazquez,5611.32,2011-07-28 21:16:08,0
738032,Kristen Wise,6800.87,2011-08-13 02:30:37,0
